Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,Cluster
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.6060573055277955,-0.4576829964936493,1.171472500128347,-0.3171778443096162,-0.3088213656157659,1,1,6,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6460327821885538,-0.583586472091153,-0.4576829964936493,0.485524808777646,-0.3171778443096162,-0.3088213656157659,1,2,6,6,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5336067858922724,-0.5148675279767697,-0.4576829964936493,-0.3719098208445533,-0.3171778443096162,-0.3088213656157659,2,2,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.4886363873737598,-0.5283674472720621,0.3672913616315571,0.7599038812022403,-0.3171778443096162,-0.3088213656157659,1,1,3,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3986955903367347,-0.4255067717519823,-0.1630493030558925,-0.298415415788421,-0.3171778443096162,-0.3088213656157659,2,2,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,0.4557419815150036,0.4658761032570788,-0.1403851743779387,-0.4675467616479268,-0.3171778443096162,-0.3088213656157659,2,2,7,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5336067858922724,-0.4215874403386144,0.0579259773346046,0.2711661462274884,-0.3171778443096162,-0.3088213656157659,3,2,1,4,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.0948824584384336,-0.3553652859894428,-0.3964779010172135,-0.2449305061296366,-0.6010623836700413,-0.4686194172990289,-0.4576829964936493,-0.298415415788421,-0.3171778443096162,3.713114137993839,2,2,8,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5560919851515287,-0.5914251349178887,0.1315844110062233,0.5835173214145811,-0.3171778443096162,2.707630262091437,2,2,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5111215866330161,-0.3724651532910705,-0.4576829964936493,-0.4290721336017195,-0.3171778443096162,-0.3088213656157659,2,5,1,6,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.395937711280916,-0.4062783441810478,-0.3964779010172135,-0.2449305061296366,0.320830785959466,1.5100649438354252,-0.4576829964936493,-0.8494349449927298,-0.3171778443096162,-0.3088213656157659,2,2,8,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6460327821885538,-0.6128508133109665,-0.4576829964936493,0.485524808777646,-0.3171778443096162,2.707630262091437,1,1,3,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3762103910774785,-0.4622613907665907,-0.4576829964936493,-0.7491810480006742,-0.3171778443096162,-0.3088213656157659,1,1,4,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.6065798830495779,-0.4576829964936493,0.1425509528130801,-0.3171778443096162,1.7021463861890365,3,2,2,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.5783606968733292,-0.4576829964936493,0.1425509528130801,-0.3171778443096162,-0.3088213656157659,4,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.2188139962626845,-0.2991736558610913,-0.3951849396849022,-0.761652832438423,-0.3171778443096162,0.6966625102866353,2,5,1,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3986955903367347,-0.508126277945777,-0.1041225602434692,0.2895397423469137,-0.3171778443096162,-0.3088213656157659,1,1,1,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6460327821885538,-0.5825413170475883,0.9172742739231476,1.857420191479048,-0.3171778443096162,0.6966625102866353,3,2,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.4661511881145035,-0.20585002011354,-0.4576829964936493,-0.8115399290325561,-0.3171778443096162,-0.3088213656157659,3,2,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,2.707630262091437,2,2,3,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,-0.3088213656157659,1,1,3,4,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.4436659888552473,-0.4857773792467978,-0.2285234548615763,-0.3490448998573731,-0.3171778443096162,0.6966625102866353,3,2,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.6091927706584898,-0.4576829964936493,1.171472500128347,-0.3171778443096162,4.71859801389624,2,4,4,2,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.5407351153049976,-0.4576829964936493,0.6570117264707135,-0.3171778443096162,-0.3088213656157659,4,2,2,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.5534511683176164,0.5735349511628588,-0.3719098208445533,-0.3171778443096162,1.7021463861890365,3,3,1,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,0.6966625102866353,2,4,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,2.707630262091437,3,2,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
0.5072280472465313,-0.1403990402915547,1.1781951605199883,0.6076838317873476,0.0959787933669032,-0.1024275737052865,-0.4576829964936493,-0.5831172259501795,0.7301837724477731,0.6966625102866353,2,2,4,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.5699994565248111,-0.4576829964936493,0.1425509528130801,-0.3171778443096162,1.7021463861890365,2,6,6,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.0948824584384336,-0.3666792989209105,-0.3964779010172135,-0.2449305061296366,-0.3537251918182222,-0.4248867293940251,-0.2150434769716052,0.0719386804815635,-0.3171778443096162,2.707630262091437,2,4,2,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.578577184410785,-0.5360319176089562,-0.4576829964936493,-0.5433967385376208,-0.3171778443096162,1.7021463861890365,1,1,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5336067858922724,-0.4148984480598,0.5735349511628588,1.6001898046502314,-0.3171778443096162,-0.3088213656157659,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
2.9156700699863904,1.12347048778306,-0.3964779010172135,-0.2449305061296366,0.2308899889224409,0.1875202092513752,-0.2720637659154779,-0.4816614456987049,1.746003189749529,-0.3088213656157659,1,1,3,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3986955903367347,-0.2551464996509255,-0.4576829964936493,-0.739381804968353,-0.3171778443096162,-0.3088213656157659,2,2,5,4,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,-0.3088213656157659,2,2,4,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
0.2061727944040488,0.0396823321821176,-0.3964779010172135,-0.2449305061296366,-0.1063879999664031,-0.207156463917996,-0.4576829964936493,-0.6261835398718668,0.9170114156804032,3.713114137993839,2,2,3,1,0,1,False,True,False,False,False,False,False,False,False,False,True,0
0.5072280472465313,-0.2082831178803614,-0.3964779010172135,-0.2449305061296366,1.3101795533667422,3.008596896482545,-0.4133295288393027,-0.5774259110386526,-0.3171778443096162,-0.3088213656157659,4,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,2.707630262091437,2,2,5,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3087547932997097,-0.1529825941424697,-0.4576829964936493,-0.7339377810615081,-0.3171778443096162,-0.3088213656157659,2,7,2,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,0.6966625102866353,3,2,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,-0.3088213656157659,2,6,1,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.2637843947811971,-0.5212023288125411,0.0579259773346046,0.1939970301788433,-0.3171778443096162,-0.3088213656157659,2,6,6,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.6018766853535364,-0.4576829964936493,1.171472500128347,-0.3171778443096162,1.7021463861890365,2,2,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5336067858922724,-0.401381109478943,-0.4576829964936493,-0.6291402076733701,-0.3171778443096162,-0.3088213656157659,2,4,3,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6460327821885538,-0.5537995533495572,-0.4576829964936493,0.485524808777646,-0.3171778443096162,-0.3088213656157659,2,4,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3537251918182222,-0.3168977434922963,-0.4576829964936493,-0.3719098208445533,-0.3171778443096162,-0.3088213656157659,2,4,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
2.3135595643014257,5.231871435219404,-0.3964779010172135,-0.2449305061296366,0.0959787933669032,0.4789921771865656,-0.3680118724038972,-0.5881324570913964,0.2989147274649811,-0.3088213656157659,2,6,1,2,0,1,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.5846316271347178,-0.4576829964936493,0.1425509528130801,-0.3171778443096162,2.707630262091437,3,2,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,4.71859801389624,1,1,1,3,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,1.7021463861890365,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5560919851515287,-0.5156513942594433,-0.4576829964936493,-0.298415415788421,-0.3171778443096162,-0.3088213656157659,4,1,1,5,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.4832515879089356,-0.4576829964936493,-0.5433967385376208,-0.3171778443096162,3.713114137993839,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.578577184410785,-0.6037057066797747,-0.4576829964936493,-0.47480197557608,-0.3171778443096162,-0.3088213656157659,2,2,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.4436659888552473,-0.4283809481217854,-0.1139436737333603,0.3140378705061475,-0.3171778443096162,-0.3088213656157659,3,2,4,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,3.713114137993839,2,2,2,1,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,-0.3088213656157659,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5560919851515287,-0.5459608905228215,0.7208517978817371,0.8774949210606795,-0.3171778443096162,-0.3088213656157659,2,2,2,1,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6460327821885538,-0.5522318207842101,-0.4576829964936493,0.485524808777646,-0.3171778443096162,-0.3088213656157659,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.5560919851515287,-0.4479776051886248,0.1315844110062233,-0.3964079490037872,-0.3171778443096162,1.7021463861890365,4,1,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.2862695940404534,-0.3003320360517948,-0.4576829964936493,-0.7239092943084451,-0.3171778443096162,-0.3088213656157659,1,1,4,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.0948824584384336,-0.2535391696062326,-0.3964779010172135,-0.2449305061296366,-0.3762103910774785,-0.5361123141748879,-0.4576829964936493,-0.6442714044776028,-0.3171778443096162,1.7021463861890365,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.3171778443096162,-0.3088213656157659,1,1,1,2,1,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.597173487657495,-0.4576829964936493,1.171472500128347,-0.3171778443096162,-0.3088213656157659,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.421180789595991,-0.285064062772967,-0.4576829964936493,-0.5697793570891935,-0.3171778443096162,-0.3088213656157659,2,2,1,5,0,0,False,True,False,False,False,False,False,False,False,False,False,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.1063879999664031,-0.1407891186516334,-0.3812964757415054,-0.3528557165921647,-0.3171778443096162,2.707630262091437,4,1,3,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.66851798144781,-0.6071024605713603,-0.4576829964936493,1.171472500128347,-0.3171778443096162,0.6966625102866353,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.578577184410785,0.1942701690819234,0.5735349511628588,0.485524808777646,-0.3171778443096162,0.6966625102866353,1,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.6235475829292975,-0.5694768790030287,-0.4576829964936493,-0.3719098208445533,-0.3171778443096162,2.707630262091437,1,1,1,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,0.3908586297513874,-0.2449305061296366,-0.5560919851515287,-0.5982186427010597,0.3280068664232749,0.7795023878453134,-0.3171778443096162,2.707630262091437,2,4,1,7,0,0,False,True,False,False,False,False,False,False,False,False,True,0
-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.2449305061296366,-0.3537251918182222,-0.287703079257968,-0.3717481606474874,-0.2347202743430407,-0.3171778443096162,-0.3088213656157659,3,2,3,4,0,0,False,True,False,False,False,False,False,False,False,False,True,0
0.2061727944040488,-0.3534796171863881,-0.3964779010172135,-0.2449305061296366,0.1409491918854158,0.7527371538930668,-0.4576829964936493,-0.7022477999630046,-0.3171778443096162,1.7021463861890365,2,4,1,2,0,0,False,True,False,False,False,False,False,False,False,False,True,0
0.5072280472465313,-0.1121140079628852,-0.3964779010172135,-0.2449305061296366,-0.2862695940404534,-0.3071429630682726,-0.4576829964936493,-0.3310796003863533,0.6272565447078556,4.71859801389624,1,1,7,4,1,1,False,True,False,False,False,False,False,False,False,False,True,0
